c,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
2982,METAL GROUP,, IRON AND STEEL SCRAP,MT,252982,32030,114924,-0.89,0.39,0.56,Import,2024,Qtr 1,March,1
2983,METAL GROUP,, IRON AND STEEL,MT,258299,51663,185368,34.9,34.51,34.74,Import,2024,Qtr 1,March,1
2984,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,4965,17815,,2.67,2.84,Import,2024,Qtr 1,March,1
2985,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,21921,78653,,-9.03,-8.87,Import,2024,Qtr 1,March,1
2987,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,31453,5433,19494,-20.79,-1.67,-1.5,Import,2024,Qtr 1,March,1
2988,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,354531,2634,9451,27.43,5.11,5.32,Import,2024,Qtr 1,March,1
2989,MISCELLANEOUS GROUP,, WOOD & CORK,,,2139,7675,,38.36,38.61,Import,2024,Qtr 1,March,1
2990,MISCELLANEOUS GROUP,, JUTE,MT,2459,443,1589,12.54,27.3,27.53,Import,2024,Qtr 1,March,1
2991,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,35533,9285,33315,16.52,1.56,1.74,Import,2024,Qtr 1,March,1
2992,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,76935,276045,,16.89,17.09,Import,2024,Qtr 1,March,1
2995,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,5181,4257,15300,230.22,187.54,187.43,Import,2024,Qtr 2,May,1
2996,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,-100,-100,-100,Import,2024,Qtr 2,May,1
2997,FOOD GROUP,, DRY FRUITS & NUTS,MT,8661,1863,6696,61.44,82.77,82.71,Import,2024,Qtr 2,May,1
2998,FOOD GROUP,, TEA,MT,21506,15675,56333,10.97,7.93,7.89,Import,2024,Qtr 2,May,1
2999,FOOD GROUP,, SPICES,MT,21638,7035,25283,27.34,34.86,34.81,Import,2024,Qtr 2,May,1
3000,FOOD GROUP,, SOYABEAN OIL,MT,5750,1517,5452,1050,928.73,928.34,Import,2024,Qtr 2,May,1
3001,FOOD GROUP,, PALM OIL,MT,240330,64276,231002,2.23,6.94,6.89,Import,2024,Qtr 2,May,1
3002,FOOD GROUP,, SUGAR,MT,345,89,319,68.31,72.25,72.19,Import,2024,Qtr 2,May,1
3003,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,64577,13363,48025,-17.28,-4.82,-4.86,Import,2024,Qtr 2,May,1
3004,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,45646,164048,,7.11,7.07,Import,2024,Qtr 2,May,1
3006,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,11702,42057,,65.9,65.84,Import,2024,Qtr 2,May,1
3007,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,9587,34454,,13.96,13.92,Import,2024,Qtr 2,May,1
3008,MACHINERY GROUP,, TEXTILE MACHINERY,,,3987,14329,,0.99,0.95,Import,2024,Qtr 2,May,1
3009,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,3831,13769,,47.62,47.57,Import,2024,Qtr 2,May,1
3010,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,102630,368842,,-24.06,-24.09,Import,2024,Qtr 2,May,1
3012,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,44198,158842,,-1.54,-1.58,Import,2024,Qtr 2,May,1
3013,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,15064,54138,,7.88,7.84,Import,2024,Qtr 2,May,1
3014,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,3483,12518,,53.09,53.02,Import,2024,Qtr 2,May,1
3015,MACHINERY GROUP,, OTHER MACHINERY,,,41743,150018,,24.56,24.51,Import,2024,Qtr 2,May,1
3019,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,3356,12062,,793.25,792.9,Import,2024,Qtr 2,May,1
3020,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,7691,27642,,31.59,31.53,Import,2024,Qtr 2,May,1
3021,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,82,293,,75.18,74.85,Import,2024,Qtr 2,May,1
3023,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,5436,19535,,32.38,32.33,Import,2024,Qtr 2,May,1
3024,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,21654,77824,,7.78,7.74,Import,2024,Qtr 2,May,1
3025,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,626,2249,,-29.58,-29.6,Import,2024,Qtr 2,May,1
3026,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,5092,18299,,0.72,0.67,Import,2024,Qtr 2,May,1
3027,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,678,2436,,87.19,87.1,Import,2024,Qtr 2,May,1
3028,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,5287,19002,,-27.32,-27.35,Import,2024,Qtr 2,May,1
3029,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,206,741,,-7.97,-8.04,Import,2024,Qtr 2,May,1
3031,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1035608,188213,676417,1.57,0.5,0.46,Import,2024,Qtr 2,May,1
3032,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,880147,139096,499896,-3.44,-14,-14.03,Import,2024,Qtr 2,May,1
3033,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,90251,324352,,-5.64,-5.68,Import,2024,Qtr 2,May,1
3034,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,21473,77173,,-1.11,-1.15,Import,2024,Qtr 2,May,1
3035,PETROLEUM GROUP,, OTHERS,,,11,40,,400.12,402.01,Import,2024,Qtr 2,May,1
3037,TEXTILE GROUP,, RAW COTTON,MT,25934,15442,55496,17.72,17.87,17.82,Import,2024,Qtr 2,May,1
3038,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,27793,11893,42744,11.72,14.29,14.24,Import,2024,Qtr 2,May,1
3039,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,32701,14598,52463,10.2,2.64,2.61,Import,2024,Qtr 2,May,1
3040,TEXTILE GROUP,, WORN CLOTHING,MT,87391,10895,39155,1.08,5.42,5.37,Import,2024,Qtr 2,May,1
3041,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,19220,69075,,34.08,34.03,Import,2024,Qtr 2,May,1
3043,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,99602,15462,55567,-14.39,-5.15,-5.19,Import,2024,Qtr 2,May,1
3044,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,4544,5753,20675,15.24,20.45,20.4,Import,2024,Qtr 2,May,1
3045,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,150408,50812,182612,12.13,7.07,7.03,Import,2024,Qtr 2,May,1
3046,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,4435,32719,117588,52.44,45.41,45.35,Import,2024,Qtr 2,May,1
3047,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,104835,376765,,-3.05,-3.09,Import,2024,Qtr 2,May,1
3049,METAL GROUP,, GOLD,KG,0,0,0,0,0,0,Import,2024,Qtr 2,May,1
3050,METAL GROUP,, IRON AND STEEL SCRAP,MT,250734,31537,113341,36.15,36.53,36.47,Import,2024,Qtr 2,May,1
3051,METAL GROUP,, IRON AND STEEL,MT,302412,57624,207096,28.5,8.37,8.33,Import,2024,Qtr 2,May,1
3052,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,3354,12055,,-13.19,-13.22,Import,2024,Qtr 2,May,1
3053,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,22228,79884,,7.04,6.99,Import,2024,Qtr 2,May,1
3055,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,43054,6380,22930,27.19,22.49,22.44,Import,2024,Qtr 2,May,1
3056,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,465020,2612,9387,-6.64,-8.46,-8.49,Import,2024,Qtr 2,May,1
3057,MISCELLANEOUS GROUP,, WOOD & CORK,,,2483,8925,,17.88,17.83,Import,2024,Qtr 2,May,1
3058,MISCELLANEOUS GROUP,, JUTE,MT,1497,253,910,-62.46,-65.39,-65.43,Import,2024,Qtr 2,May,1
3059,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,32242,8890,31949,8.73,11.21,11.17,Import,2024,Qtr 2,May,1
3060,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,80725,290118,,40.56,40.51,Import,2024,Qtr 2,May,1
3063,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,4146,3332,11994,44.11,3.55,3.48,Import,2024,Qtr 4,November,1
3064,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2024,Qtr 4,November,1
3065,FOOD GROUP,, DRY FRUITS & NUTS,MT,25436,5621,20234,-9.22,0.63,0.57,Import,2024,Qtr 4,November,1
3066,FOOD GROUP,, TEA,MT,21091,14655,52752,-5.61,-3.54,-3.58,Import,2024,Qtr 4,November,1
3067,FOOD GROUP,, SPICES,MT,15251,4469,16085,12.75,-1.6,-1.65,Import,2024,Qtr 4,November,1
3068,FOOD GROUP,, SOYABEAN OIL,MT,15045,4205,15138,-47.9,-47.59,-47.62,Import,2024,Qtr 4,November,1
3069,FOOD GROUP,, PALM OIL,MT,234885,65449,235590,-18.81,-14.7,-14.74,Import,2024,Qtr 4,November,1
3070,FOOD GROUP,, SUGAR,MT,157,48,172,-65.85,-59.41,-59.53,Import,2024,Qtr 4,November,1
3071,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,149164,30180,108637,13.43,17.05,16.99,Import,2024,Qtr 4,November,1
3072,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,53349,192036,,11.83,11.77,Import,2024,Qtr 4,November,1
3074,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,18020,64864,,25.85,25.78,Import,2024,Qtr 4,November,1
3075,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,10351,37260,,-21.49,-21.53,Import,2024,Qtr 4,November,1
3076,MACHINERY GROUP,, TEXTILE MACHINERY,,,5090,18323,,10.97,10.91,Import,2024,Qtr 4,November,1
3077,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2539,9141,,-1.38,-1.41,Import,2024,Qtr 4,November,1
3078,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,41442,149174,,-17.72,-17.76,Import,2024,Qtr 4,November,1
3080,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,41498,149375,,-14.27,-14.32,Import,2024,Qtr 4,November,1
3081,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,9871,35532,,-41.68,-41.71,Import,2024,Qtr 4,November,1
3082,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1565,5635,,-43.16,-43.18,Import,2024,Qtr 4,November,1
3083,MACHINERY GROUP,, OTHER MACHINERY,,,37021,133259,,-6.24,-6.28,Import,2024,Qtr 4,November,1
3087,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,851,3064,,-73.33,-73.34,Import,2024,Qtr 4,November,1
3088,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,5625,20248,,8.24,8.19,Import,2024,Qtr 4,November,1
3089,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,20,71,,-69.51,-69.53,Import,2024,Qtr 4,November,1
3091,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,6893,24812,,0.73,0.68,Import,2024,Qtr 4,November,1
3092,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,14375,51743,,-24,-24.04,Import,2024,Qtr 4,November,1
3093,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,756,2720,,-21.6,-21.66,Import,2024,Qtr 4,November,1
3094,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,5667,20400,,-10.88,-10.91,Import,2024,Qtr 4,November,1
3095,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,767,2761,,25.11,25.1,Import,2024,Qtr 4,November,1
3096,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,3007,10825,,29.17,29.13,Import,2024,Qtr 4,November,1
3097,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,956,3440,,120.2,120.23,Import,2024,Qtr 4,November,1
3099,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1150226,175763,632673,55.2,58.89,58.81,Import,2024,Qtr 4,November,1
3100,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,837074,118744,427430,46.51,39.62,39.55,Import,2024,Qtr 4,November,1
3101,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,65864,237083,,-14.96,-15,Import,2024,Qtr 4,November,1
3102,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,30582,110084,,43.1,43.02,Import,2024,Qtr 4,November,1
3103,PETROLEUM GROUP,, OTHERS,,,3,11,,-39.38,-35.29,Import,2024,Qtr 4,November,1
3105,TEXTILE GROUP,, RAW COTTON,MT,58070,31360,112883,14.5,14.13,14.07,Import,2024,Qtr 4,November,1
3106,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,22869,8452,30424,33.84,23.66,23.6,Import,2024,Qtr 4,November,1
3107,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,33419,16351,58858,-15.33,-5.71,-5.76,Import,2024,Qtr 4,November,1
3108,TEXTILE GROUP,, WORN CLOTHING,MT,88473,11529,41499,-12.69,-7.2,-7.25,Import,2024,Qtr 4,November,1
3109,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,30906,111248,,-4.25,-4.29,Import,2024,Qtr 4,November,1
3111,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,15735,2086,7510,-91.33,-93.59,-93.6,Import,2024,Qtr 4,November,1
3112,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,1934,2830,10188,-26.73,-24.45,-24.49,Import,2024,Qtr 4,November,1
3113,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,180116,59114,212788,-2.49,-5.63,-5.68,Import,2024,Qtr 4,November,1
3114,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,3512,26214,94361,2.72,-10.28,-10.33,Import,2024,Qtr 4,November,1
3115,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,85875,309116,,-11.67,-11.71,Import,2024,Qtr 4,November,1
3117,METAL GROUP,, GOLD,KG,68,1687,6073,127.93,189.91,189.74,Import,2024,Qtr 4,November,1
3118,METAL GROUP,, IRON AND STEEL SCRAP,MT,219765,27530,99097,-5.55,-2.38,-2.42,Import,2024,Qtr 4,November,1
3119,METAL GROUP,, IRON AND STEEL,MT,247053,45237,162834,-18.51,-21.85,-21.89,Import,2024,Qtr 4,November,1
3120,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,3280,11807,,-11.33,-11.37,Import,2024,Qtr 4,November,1
3121,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,20280,72998,,-4.92,-4.97,Import,2024,Qtr 4,November,1
3123,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,34455,6040,21742,-11.22,1.57,1.51,Import,2024,Qtr 4,November,1
3124,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,460571,3230,11626,-32.21,-13.53,-13.56,Import,2024,Qtr 4,November,1
3125,MISCELLANEOUS GROUP,, WOOD & CORK,,,1916,6897,,15.57,15.49,Import,2024,Qtr 4,November,1
3126,MISCELLANEOUS GROUP,, JUTE,MT,1050,211,761,-80.59,-82.73,-82.73,Import,2024,Qtr 4,November,1
3127,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,33017,8752,31503,-20.43,-15.38,-15.42,Import,2024,Qtr 4,November,1
3128,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,83748,301460,,-9.99,-10.03,Import,2024,Qtr 4,November,1
3131,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,4123,3218,11591,27.77,22.42,22.66,Import,2024,Qtr 4,October,1
3132,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2024,Qtr 4,October,1
3133,FOOD GROUP,, DRY FRUITS & NUTS,MT,27998,5586,20119,53.03,60.85,61.17,Import,2024,Qtr 4,October,1
3134,FOOD GROUP,, TEA,MT,23497,15192,54713,14.51,4.23,4.44,Import,2024,Qtr 4,October,1
3135,FOOD GROUP,, SPICES,MT,13275,4541,16355,14.84,15.85,16.09,Import,2024,Qtr 4,October,1
3136,FOOD GROUP,, SOYABEAN OIL,MT,28880,8024,28898,285.07,291.24,292.1,Import,2024,Qtr 4,October,1
3137,FOOD GROUP,, PALM OIL,MT,289314,76730,276334,8.79,9.76,9.99,Import,2024,Qtr 4,October,1
3138,FOOD GROUP,, SUGAR,MT,459,118,425,52.94,32.7,33.23,Import,2024,Qtr 4,October,1
3139,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,128497,25785,92863,7.12,28.91,29.18,Import,2024,Qtr 4,October,1
3140,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,47705,171806,,3.64,3.86,Import,2024,Qtr 4,October,1
3142,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,14350,51681,,-9.82,-9.63,Import,2024,Qtr 4,October,1
3143,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,13185,47485,,13.28,13.51,Import,2024,Qtr 4,October,1
3144,MACHINERY GROUP,, TEXTILE MACHINERY,,,4587,16520,,-5.24,-5.05,Import,2024,Qtr 4,October,1
3145,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2575,9272,,-25.74,-25.59,Import,2024,Qtr 4,October,1
3146,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,50421,181586,,-33.47,-33.34,Import,2024,Qtr 4,October,1
3148,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,48408,174338,,69.54,69.89,Import,2024,Qtr 4,October,1
3149,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,16941,61011,,21.08,21.33,Import,2024,Qtr 4,October,1
3150,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,2754,9917,,-18.07,-17.89,Import,2024,Qtr 4,October,1
3151,MACHINERY GROUP,, OTHER MACHINERY,,,39423,141978,,-2.12,-1.92,Import,2024,Qtr 4,October,1
3155,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,3191,11492,,99.19,99.65,Import,2024,Qtr 4,October,1
3156,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,5197,18715,,-6.55,-6.37,Import,2024,Qtr 4,October,1
3157,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,65,233,,44,43.83,Import,2024,Qtr 4,October,1
3159,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,6843,24645,,-3.43,-3.22,Import,2024,Qtr 4,October,1
3160,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,18914,68118,,-15.57,-15.39,Import,2024,Qtr 4,October,1
3161,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,964,3472,,14.1,14.4,Import,2024,Qtr 4,October,1
3162,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6459,23261,,-17.4,-17.24,Import,2024,Qtr 4,October,1
3163,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,613,2207,,-21.52,-21.38,Import,2024,Qtr 4,October,1
3164,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,2328,8383,,8.92,9.14,Import,2024,Qtr 4,October,1
3165,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,1382,4976,,615.92,617,Import,2024,Qtr 4,October,1
3167,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,734135,110620,398386,-18.36,-22.65,-22.49,Import,2024,Qtr 4,October,1
3168,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,571326,85050,306297,-36.9,-37.02,-36.89,Import,2024,Qtr 4,October,1
3169,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,77451,278932,,-10.98,-10.8,Import,2024,Qtr 4,October,1
3170,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,21372,76969,,0.58,0.79,Import,2024,Qtr 4,October,1
3171,PETROLEUM GROUP,, OTHERS,,,5,17,,-72.81,-72.13,Import,2024,Qtr 4,October,1
3173,TEXTILE GROUP,, RAW COTTON,MT,50724,27478,98960,77.84,69.85,70.2,Import,2024,Qtr 4,October,1
3174,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,17518,6835,24614,-4.99,-18.38,-18.22,Import,2024,Qtr 4,October,1
3175,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,39547,17342,62454,25.34,16.21,16.44,Import,2024,Qtr 4,October,1
3176,TEXTILE GROUP,, WORN CLOTHING,MT,98273,12424,44745,0.89,-0.65,-0.45,Import,2024,Qtr 4,October,1
3177,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,32276,116239,,22.3,22.55,Import,2024,Qtr 4,October,1
3179,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,181363,32568,117292,7.11,9.59,9.82,Import,2024,Qtr 4,October,1
3180,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,2523,3747,13493,11.64,52.98,53.31,Import,2024,Qtr 4,October,1
3181,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,186255,62643,225601,36.01,24.9,25.16,Import,2024,Qtr 4,October,1
3182,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,3695,26183,94296,31.17,-11.46,-11.28,Import,2024,Qtr 4,October,1
3183,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,100265,361092,,2.52,2.73,Import,2024,Qtr 4,October,1
3185,METAL GROUP,, GOLD,KG,24,582,2096,-64.8,-54.63,-54.53,Import,2024,Qtr 4,October,1
3186,METAL GROUP,, IRON AND STEEL SCRAP,MT,228217,28200,101558,15.6,6.57,6.79,Import,2024,Qtr 4,October,1
3187,METAL GROUP,, IRON AND STEEL,MT,327872,57890,208483,22.55,12.59,12.82,Import,2024,Qtr 4,October,1
3188,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,3699,13321,,-8.31,-8.11,Import,2024,Qtr 4,October,1
3189,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,21330,76818,,-12.59,-12.41,Import,2024,Qtr 4,October,1
3191,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,38818,5947,21419,-15.92,2.14,2.35,Import,2024,Qtr 4,October,1
3192,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,690197,3735,13450,-12.05,-7.58,-7.39,Import,2024,Qtr 4,October,1
3193,MISCELLANEOUS GROUP,, WOOD & CORK,,,1658,5972,,-1.11,-0.93,Import,2024,Qtr 4,October,1
3194,MISCELLANEOUS GROUP,, JUTE,MT,5406,1224,4407,166.04,203.66,204.35,Import,2024,Qtr 4,October,1
3195,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,41000,10342,37247,2.89,-4.68,-4.49,Import,2024,Qtr 4,October,1
3196,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,98457,354585,,20.51,20.75,Import,2024,Qtr 4,October,1
3199,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,2335,2629,9450,-9.17,-18.67,-18.6,Import,2024,Qtr 3,September,1
3200,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2024,Qtr 3,September,1
3201,FOOD GROUP,, DRY FRUITS & NUTS,MT,15119,3473,12483,100.99,64.85,65.01,Import,2024,Qtr 3,September,1
3202,FOOD GROUP,, TEA,MT,20959,14576,52385,-7.44,-9.8,-9.7,Import,2024,Qtr 3,September,1
3203,FOOD GROUP,, SPICES,MT,11813,3920,14088,-29.92,-27.36,-27.27,Import,2024,Qtr 3,September,1
3204,FOOD GROUP,, SOYABEAN OIL,MT,7500,2051,7370,-65.85,-65.32,-65.28,Import,2024,Qtr 3,September,1
3205,FOOD GROUP,, PALM OIL,MT,265944,69904,251232,-2.6,-1.95,-1.84,Import,2024,Qtr 3,September,1
3206,FOOD GROUP,, SUGAR,MT,297,89,319,-28.76,-22.77,-22.76,Import,2024,Qtr 3,September,1
3207,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,112457,20002,71887,32.26,8.13,8.24,Import,2024,Qtr 3,September,1
3208,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,46029,165427,,42.58,42.73,Import,2024,Qtr 3,September,1
3210,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,15935,57270,,21.57,21.7,Import,2024,Qtr 3,September,1
3211,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,11646,41856,,16.01,16.14,Import,2024,Qtr 3,September,1
3212,MACHINERY GROUP,, TEXTILE MACHINERY,,,4841,17400,,23.44,23.56,Import,2024,Qtr 3,September,1
